BoreholeID,IntervalTop_Depth,IntervalBase_Depth,HydrostratigraphicUnit
21290,102.64,162.29,Salinas aquitard
21290,162.29,279.57,180ft aquifer
21290,279.57,345.54,Middle aquitard
21290,345.54,436.71,400ft aquifer
21290,436.71, ---,Deep aquitard
21290, ---,102.64,Shallow aquifer
21314,2.35,30.63,180ft aquifer
21314,30.63,39.47,Middle aquitard
21314,39.47, ---,400ft aquifer
21314, ---,2.35,Salinas aquitard
21328,108.41,130.74,400ft aquifer
21328,130.74,218.21,Deep aquitard
21328,218.21, ---,Paso Robles
21328, ---,108.41,Middle aquitard
21362,121.73,241.15,Salinas aquitard
21362,241.15,261.59,180ft aquifer
21362,261.59,429.12,Middle aquitard
21362,429.12,559.95,400ft aquifer
21362,559.95, ---,Deep aquitard
21398,59.89,155.05,Salinas aquitard
21398,155.05,278.18,180ft aquifer
21398,278.18,448.64,Middle aquitard
21398,448.64, ---,400ft aquifer
21398, ---,59.89,Shallow aquifer
21551,10.94,49.24,180ft aquifer
21551,49.24,348.89,Middle aquitard
21551,348.89,420.16,400ft aquifer
21551,420.16, ---,Deep aquitard
21551, ---,10.94,Salinas aquitard
21595,130.54,147.21,Salinas aquitard
21595,147.21,205.02,180ft aquifer
21595,205.02,252.77,Middle aquitard
21595,252.77,503.11,400ft aquifer
21595,503.11, ---,Deep aquitard
21595, ---,130.54,Shallow aquifer
21621,19.12,104.36,180ft aquifer
21621,104.36,377.22,Middle aquitard
21621,377.22,527.94,400ft aquifer
21621,527.94, ---,Deep aquitard
21621, ---,19.12,Salinas aquitard
21629,9.37,43.43,180ft aquifer
21629,43.43,121.76,Middle aquitard
21629,121.76,243.23,400ft aquifer
21629,243.23,539.5,Deep aquitard
21629,539.5, ---,Paso Robles
21629, ---,9.37,Salinas aquitard
21632,62.96,312.97,180ft aquifer
21632,312.97,357.96,Middle aquitard
21632,357.96, ---,400ft aquifer
21667,33.41,85.97,Salinas aquitard
21667,85.97, ---,180ft aquifer
21667, ---,33.41,Shallow aquifer
21670,72.56,130.66,180ft aquifer
21670,130.66,230.91,Middle aquitard
21670,230.91,473.56,400ft aquifer
21670,473.56, ---,Deep aquitard
21670, ---,72.56,Salinas aquitard
21676,117.06,145.57,Salinas aquitard
21676,145.57,377.23,180ft aquifer
21676,377.23,451.99,Middle aquitard
21676,451.99, ---,400ft aquifer
21676, ---,117.06,Shallow aquifer
21738,10.04,120.2,180ft aquifer
21738,120.2,167.67,Middle aquitard
21738,167.67, ---,400ft aquifer
21738,673.95, ---,Paso Robles
21738, ---,673.95,Deep aquitard
21738, ---,10.04,Salinas aquitard
21836,53.18, ---,Salinas aquitard
21836, ---,53.18,Shallow aquifer
21839,125.34,209.39,Salinas aquitard
21839,209.39, ---,180ft aquifer
21839, ---,125.34,Shallow aquifer
21868,83.55,146.01,Salinas aquitard
21868,146.01, ---,180ft aquifer
21868, ---,83.55,Shallow aquifer
21884,43.92,121.71,Salinas aquitard
21884,121.71,217.79,180ft aquifer
21884,217.79, ---,Middle aquitard
21884, ---,43.92,Shallow aquifer
21885,143.91,190.73,Salinas aquitard
21885,190.73,243.05,180ft aquifer
21885,243.05, ---,Middle aquitard
21885, ---,143.91,Shallow aquifer
21887,153.84,205.7,180ft aquifer
21887,205.7, ---,Middle aquitard
21887, ---,153.84,Salinas aquitard
21888,43.58,137.61,Salinas aquitard
21888,137.61, ---,180ft aquifer
21888, ---,43.58,Shallow aquifer
21889,90.39,162.05,Salinas aquitard
21889,162.05, ---,180ft aquifer
21889, ---,90.39,Shallow aquifer
22254,103.15,210.88,400ft aquifer
22254,210.88, ---,Deep aquitard
22254, ---,103.15,Middle aquitard
22526,102.61,147.08,Salinas aquitard
22526,147.08,181.58,180ft aquifer
22526,181.58,255.63,Middle aquitard
22526,255.63,334.72,400ft aquifer
22526,334.72, ---,Deep aquitard
22526, ---,102.61,Shallow aquifer
22608,102.04, ---,180ft aquifer
22608,411.83,627.87,400ft aquifer
22608,627.87, ---,Deep aquitard
22608, ---,411.83,Middle aquitard
22608, ---,102.04,Salinas aquitard
22609,30.61,59.22,Shallow aquifer
22609,59.22,102.04,Salinas aquitard
22609,102.04,233.51,180ft aquifer
22609,233.51,334.73,Middle aquitard
22609,334.73,609.78,400ft aquifer
22609,609.78, ---,Deep aquitard
22611,154.7,242.93,180ft aquifer
22611,242.93,379.81,Middle aquitard
22611,379.81,491.15,400ft aquifer
22611,491.15, ---,Deep aquitard
22611, ---,154.7,Salinas aquitard
22615,0,104.04,Shallow aquifer
22615,104.04,134.06,Salinas aquitard
22615,134.06,179.04,180ft aquifer
22615,179.04,304.05,Middle aquitard
22615,304.05,364.06,400ft aquifer
22615,364.06,434.08,Deep aquitard
22615,434.08, ---,Paso Robles
22616,19.51,73.89,Salinas aquitard
22616,73.89,232.65,180ft aquifer
22616,232.65,315.93,Middle aquitard
22616,315.93, ---,400ft aquifer
22616, ---,19.51,Shallow aquifer
22624,83.14,195.8,180ft aquifer
22624,195.8,251.45,Middle aquitard
22624,251.45,365.62,400ft aquifer
22624,365.62, ---,Deep aquitard
22626,13.48,78.92,180ft aquifer
22626,78.92,110.62,Middle aquitard
22626,110.62,186.28,400ft aquifer
22626,186.28, ---,Deep aquitard
22626, ---,13.48,Salinas aquitard
22634,83.2, ---,Salinas aquitard
22634, ---,83.2,Shallow aquifer
22637,48.8,107.8,180ft aquifer
22637,107.8,130.28,Middle aquitard
22637,130.28,276.37,400ft aquifer
22637,276.37, ---,Deep aquitard
22637, ---,48.8,Salinas aquitard
22643,95.02,144.1,Salinas aquitard
22643,144.1,202.9,180ft aquifer
22643,202.9,277.8,Middle aquitard
22643,277.8, ---,400ft aquifer
22643, ---,95.02,Shallow aquifer
22647,104.63,172.71,Salinas aquitard
22647,172.71,302.61,180ft aquifer
22647,302.61,377.02,Middle aquitard
22647,377.02,468.99,400ft aquifer
22647,468.99, ---,Deep aquitard
22647, ---,104.63,Shallow aquifer
22648,187.5,360.35,180ft aquifer
22648,360.35,474.83,Middle aquitard
22648,474.83, ---,400ft aquifer
22648, ---,187.5,Salinas aquitard
22651,59.27,127.82,Salinas aquitard
22651,127.82,197.28,180ft aquifer
22651,238.51, ---,400ft aquifer
22651, ---,238.51,Middle aquitard
22651, ---,59.27,Shallow aquifer
22652,19.12,130.19,180ft aquifer
22652,130.19,295.48,Middle aquitard
22652,295.48,496.94,400ft aquifer
22652,496.94, ---,Deep aquitard
22652, ---,19.12,Salinas aquitard
22656,63.09,149.87,Salinas aquitard
22656,149.87,219.97,180ft aquifer
22656,219.97,374.85,Middle aquitard
22656,374.85,473.25,400ft aquifer
22656,473.25, ---,Deep aquitard
22656, ---,63.09,Shallow aquifer
22666,117.49,220.11,180ft aquifer
22666,220.11,362.42,Middle aquitard
22666,362.42,497.69,400ft aquifer
22666,497.69,606.26,Deep aquitard
22666,606.26, ---,Paso Robles
22666, ---,117.49,Salinas aquitard
22667,75.66,147.75,Salinas aquitard
22667,147.75,304.79,180ft aquifer
22667,304.79, ---,Middle aquitard
22667, ---,75.66,Shallow aquifer
22669,102.46,153.07,Salinas aquitard
22669,153.07,294.52,180ft aquifer
22669,294.52,346.63,Middle aquitard
22669,346.63,506.69,400ft aquifer
22669,506.69, ---,Deep aquitard
22669, ---,102.46,Shallow aquifer
22670,83.99,93.51,Shallow aquifer
22670,93.51,127.6,Salinas aquitard
22670,127.6,220.91,180ft aquifer
22670,220.91,283.49,Middle aquitard
22670,283.49,458.24,400ft aquifer
22670,458.24, ---,Deep aquitard
22681,89.22,153.54,Salinas aquitard
22681,153.54,308.64,180ft aquifer
22681,308.64,411.26,Middle aquitard
22681,411.26,657.53,400ft aquifer
22681,657.53, ---,Deep aquitard
22681, ---,89.22,Shallow aquifer
22682,58.06,147.35,180ft aquifer
22682,147.35,222.43,Middle aquitard
22682,222.43,350.26,400ft aquifer
22682,350.26, ---,Deep aquitard
22682, ---,58.06,Salinas aquitard
22683,357.41,525.8,180ft aquifer
22683,525.8, ---,Middle aquitard
22683, ---,357.41,Salinas aquitard
22685,63.63, ---,Salinas aquitard
22685, ---,63.63,Shallow aquifer
22686,42.13, ---,Salinas aquitard
22686,365.77,491.23,400ft aquifer
22686,491.23, ---,Deep aquitard
22686, ---,365.77,Middle aquitard
22686, ---,42.13,Shallow aquifer
22705,11.18,46.54,180ft aquifer
22705,46.54,73.06,Middle aquitard
22705,73.06, ---,400ft aquifer
22705, ---,11.18,Salinas aquitard
22748,165.1,356.63,180ft aquifer
22748,356.63,378.45,Middle aquitard
22748,378.45,414.82,400ft aquifer
22748,414.82,662.11,Deep aquitard
22748,662.11, ---,Paso Robles
22748, ---,165.1,Salinas aquitard
22755,21.59,60.89,Salinas aquitard
22755,60.89,267.33,180ft aquifer
22755,267.33,299.64,Middle aquitard
22755,299.64,513.27,400ft aquifer
22755,513.27, ---,Deep aquitard
22755, ---,21.59,Shallow aquifer
22756,83.44,171.47,180ft aquifer
22756,171.47,249.61,Middle aquitard
22756,249.61,355.25,400ft aquifer
22756,355.25, ---,Deep aquitard
22756, ---,83.44,Salinas aquitard
22757,23.78,139.05,180ft aquifer
22757,139.05,156.74,Middle aquitard
22757,156.74,260.35,400ft aquifer
22757,260.35, ---,Deep aquitard
22757, ---,23.78,Salinas aquitard
22760,48,77.85,Salinas aquitard
22760,77.85,275.96,180ft aquifer
22760,275.96,341.85,Middle aquitard
22760,341.85,450.07,400ft aquifer
22760,450.07,488.2,Deep aquitard
22760,488.2, ---,Paso Robles
22760, ---,48,Shallow aquifer
22761,142.68,164.37,180ft aquifer
22761,164.37,496.94,Middle aquitard
22761,496.94,553.77,400ft aquifer
22761,553.77,737.93,Deep aquitard
22761,737.93, ---,Paso Robles
22761, ---,142.68,Salinas aquitard
22763,41.56, ---,Salinas aquitard
22763, ---,41.56,Shallow aquifer
22768,205.25,297.23,180ft aquifer
22768,297.23,403.73,Middle aquitard
22768,403.73,568.32,400ft aquifer
22768,568.32, ---,Deep aquitard
22768, ---,205.25,Salinas aquitard
22770,56.73,141.02,180ft aquifer
22770,141.02,177.8,Middle aquitard
22770,177.8,295.55,400ft aquifer
22770,295.55, ---,Deep aquitard
22770, ---,56.73,Salinas aquitard
22801,44.49,167.11,Salinas aquitard
22801,167.11,219.91,180ft aquifer
22801,219.91,316.06,Middle aquitard
22801,316.06,436.8,400ft aquifer
22801,436.8, ---,Deep aquitard
22801, ---,44.49,Shallow aquifer
22805,50.39,126.94,Salinas aquitard
22805,126.94,327.54,180ft aquifer
22805,327.54,480.58,Middle aquitard
22805,432.72, ---,Deep aquitard
22805,480.58,432.72,400ft aquifer
22805, ---,50.39,Shallow aquifer
22828,72.92,104.67,Salinas aquitard
22828,104.67,294.35,180ft aquifer
22828,294.35,465.58,Middle aquitard
22828,465.58,595.93,400ft aquifer
22828,595.93, ---,Deep aquitard
22828, ---,72.92,Shallow aquifer
22834,37.24,105.59,180ft aquifer
22834,105.59,283.31,Middle aquitard
22834,283.31,557.86,400ft aquifer
22834,557.86,650.2,Deep aquitard
22834,650.2, ---,Paso Robles
22834, ---,37.24,Salinas aquitard
22875,26.63,69.98,180ft aquifer
22875,69.98,94.73,Middle aquitard
22875,94.73,232.5,400ft aquifer
22875,232.5,561.06,Deep aquitard
22875,561.06, ---,Paso Robles
22875, ---,26.63,Salinas aquitard
22896,53.48,82.09,Shallow aquifer
22896,82.09,162.15,Salinas aquitard
22896,162.15,193.58,180ft aquifer
22896,193.58,486.74,Middle aquitard
22896,486.74,585.43,400ft aquifer
22896,585.43, ---,Deep aquitard
22898,21.71,91.44,180ft aquifer
22898,91.44,384.31,Middle aquitard
22898,384.31,563.42,400ft aquifer
22898,563.42,677.68,Deep aquitard
22898,677.68, ---,Paso Robles
22898, ---,21.71,Salinas aquitard
22900,123.41,168.69,180ft aquifer
22900,168.69,230.79,Middle aquitard
22900,230.79,308.41,400ft aquifer
22900,308.41,598.19,Deep aquitard
22900,598.19, ---,Paso Robles
22900, ---,123.41,Salinas aquitard
22901,57.56,139.23,180ft aquifer
22901,139.23,168.72,Middle aquitard
22901,168.72,280.37,400ft aquifer
22901,280.37, ---,Deep aquitard
22903,127.31,201.86,Salinas aquitard
22903,201.86, ---,180ft aquifer
22903, ---,127.31,Shallow aquifer
22905,80.09,176.37,180ft aquifer
22905,176.37,318.95,Middle aquitard
22905,318.95,533.86,400ft aquifer
22905,533.86,616.3,Deep aquitard
22905,616.3, ---,Paso Robles
22905, ---,80.09,Salinas aquitard
22906,72.83,147.48,180ft aquifer
22906,147.48,168.95,Middle aquitard
22906,168.95,229.28,400ft aquifer
22906,229.28, ---,Deep aquitard
22906, ---,72.83,Salinas aquitard
22907,95.95,236.49,180ft aquifer
22907,236.49,269.07,Middle aquitard
22907,269.07,309.81,400ft aquifer
22907,309.81, ---,Deep aquitard
22907, ---,95.95,Salinas aquitard
22917,56.17,125.86,Salinas aquitard
22917,125.86,225.24,180ft aquifer
22917,225.24,342.13,Middle aquitard
22917,342.13,417.7,400ft aquifer
22917,417.7,529.26,Deep aquitard
22917,529.26, ---,Paso Robles
22917, ---,56.17,Shallow aquifer
22918,40.3,62.09,Salinas aquitard
22918,62.09, ---,180ft aquifer
22918, ---,40.3,Shallow aquifer
22920,146.76,167.54,Salinas aquitard
22920,167.54,314.93,180ft aquifer
22920,314.93,439.39,Middle aquitard
22920,439.39,696.85,400ft aquifer
22920,696.85,837.37,Deep aquitard
22920,837.37, ---,Paso Robles
22920, ---,146.76,Shallow aquifer
22926,519.71, ---,Paso Robles
22926, ---,519.71,Deep aquitard
22930,103.66,179.4,180ft aquifer
22930,179.4, ---,Middle aquitard
22930, ---,103.66,Salinas aquitard
22939,26.75,90.19,Salinas aquitard
22939,90.19, ---,180ft aquifer
22939, ---,26.75,Shallow aquifer
22940,65.77,158.11,180ft aquifer
22940,158.11,170.69,Middle aquitard
22940,170.69, ---,400ft aquifer
22940, ---,65.77,Salinas aquitard
22948,19.48,66.16,180ft aquifer
22948,66.16,90.2,Middle aquitard
22948,90.2, ---,400ft aquifer
22948, ---,19.48,Salinas aquitard
22952,140.01,223.03,Salinas aquitard
22952,223.03,350.53,180ft aquifer
22952,350.53,409.83,Middle aquitard
22952,409.83, ---,400ft aquifer
22952, ---,140.01,Shallow aquifer
22953,124.35,238.67,Salinas aquitard
22953,238.67,296.52,180ft aquifer
22953,296.52,368.84,Middle aquitard
22953,368.84,439.23,400ft aquifer
22953,439.23, ---,Deep aquitard
22953, ---,124.35,Shallow aquifer
22963,64.44,83.98,Salinas aquitard
22963,83.98,205.46,180ft aquifer
22963,205.46,306.48,Middle aquitard
22963,306.48,474.63,400ft aquifer
22963,474.63,861.36,Deep aquitard
22963,861.36, ---,Paso Robles
22963, ---,64.44,Shallow aquifer
22964,86.56,149.68,Salinas aquitard
22964,149.68,178.05,180ft aquifer
22964,178.05, ---,Middle aquitard
22964, ---,86.56,Shallow aquifer
22967,90.72,336.53,180ft aquifer
22967,336.53,460.98,Middle aquitard
22967,460.98,592.94,400ft aquifer
22967,592.94, ---,Deep aquitard
22967, ---,90.72,Salinas aquitard
22973,69.86,247.91,180ft aquifer
22973,247.91, ---,Middle aquitard
22973, ---,69.86,Salinas aquitard
22977,35.21,68.33,Salinas aquitard
22977,68.33,118.85,180ft aquifer
22977,118.85,208.47,Middle aquitard
22977,208.47,311.13,400ft aquifer
22977,311.13,594.73,Deep aquitard
22977,594.73, ---,Paso Robles
22977, ---,35.21,Shallow aquifer
22981,208.62,257.64,180ft aquifer
22981,257.64,404.25,Middle aquitard
22981,404.25, ---,400ft aquifer
22981, ---,208.62,Salinas aquitard
22988,274.06,356.35,Middle aquitard
22988,356.35,481.14,400ft aquifer
22988,481.14, ---,Deep aquitard
22988, ---,274.06,180ft aquifer
22989,4.81,26.76,180ft aquifer
22989,26.76,57.49,Middle aquitard
22989,57.49, ---,400ft aquifer
22989, ---,4.81,Salinas aquitard
22990,99.83,122.57,Salinas aquitard
22990,122.57,300.87,180ft aquifer
22990,300.87,344.11,Middle aquitard
22990,344.11,402.87,400ft aquifer
22990,402.87, ---,Deep aquitard
22990, ---,99.83,Shallow aquifer
22996,159.48,298.26,180ft aquifer
22996,298.26,403.14,Middle aquitard
22996,403.14,608.07,400ft aquifer
22996,608.07, ---,Deep aquitard
22996, ---,159.48,Salinas aquitard
22997,101.86,472.94,Salinas aquitard
22997,274.51,282.58,Middle aquitard
22997,282.58,381.01,400ft aquifer
22997,381.01,472.94,Deep aquitard
22997,472.94,274.51,180ft aquifer
22997,472.94, ---,Paso Robles
22997, ---,101.86,Shallow aquifer
23000,103.29,205.75,180ft aquifer
23000,205.75,300.09,Middle aquitard
23000,300.09,418.7,400ft aquifer
23000,418.7, ---,Deep aquitard
23000, ---,103.29,Salinas aquitard
23002,88.1,197.65,Salinas aquitard
23002,197.65,388.2,180ft aquifer
23002,388.2,549.15,Middle aquitard
23002,549.15, ---,400ft aquifer
23002, ---,88.1,Shallow aquifer
23004,93.28,113.36,Salinas aquitard
23004,113.36,309.23,180ft aquifer
23004,309.23,476.7,Middle aquitard
23004,476.7, ---,400ft aquifer
23004, ---,93.28,Shallow aquifer
23006,50.16,78.15,Salinas aquitard
23006,78.15,260.28,180ft aquifer
23006,260.28,409.08,Middle aquitard
23006,409.08,596.81,400ft aquifer
23006,596.81, ---,Deep aquitard
23006, ---,50.16,Shallow aquifer
23015,97.62,180.82,Salinas aquitard
23015,180.82,324.52,180ft aquifer
23015,324.52,427.88,Middle aquitard
23015,427.88,583.12,400ft aquifer
23015,583.12,757.28,Deep aquitard
23015,757.28, ---,Paso Robles
23015, ---,97.62,Shallow aquifer
23018,117.82,185.8,180ft aquifer
23018,185.8,263.7,Middle aquitard
23018,263.7,428.75,400ft aquifer
23018,428.75,531.79,Deep aquitard
23018,531.79, ---,Paso Robles
23018, ---,117.82,Salinas aquitard
23019,57.52,104.35,180ft aquifer
23019,104.35,219.68,Middle aquitard
23019,219.68, ---,400ft aquifer
23019, ---,57.52,Salinas aquitard
23020,56.1,479.99,Salinas aquitard
23020,257.67,288.97,Middle aquitard
23020,288.97,403.72,400ft aquifer
23020,403.72,479.99,Deep aquitard
23020,479.99,257.67,180ft aquifer
23020,479.99, ---,Paso Robles
23020, ---,56.1,Shallow aquifer
23027,208.34,344.54,180ft aquifer
23027,344.54,440.69,Middle aquitard
23027,440.69, ---,400ft aquifer
23027, ---,208.34,Salinas aquitard
23030,107.54,169.3,Salinas aquitard
23030,169.3,313.39,180ft aquifer
23030,313.39,368.28,Middle aquitard
23030,368.28,543.25,400ft aquifer
23030,543.25, ---,Deep aquitard
23030, ---,107.54,Shallow aquifer
23031,73.05,143.77,180ft aquifer
23031,143.77,220.07,Middle aquitard
23031,220.07,268.46,400ft aquifer
23031,268.46, ---,Deep aquitard
23031, ---,73.05,Salinas aquitard
23032,8.13,79.43,Salinas aquitard
23032,79.43,192,180ft aquifer
23032,192, ---,Middle aquitard
23032,304.9, ---,400ft aquifer
23033,151.75, ---,400ft aquifer
23033, ---,151.75,Middle aquitard
23070,31.18,69.54,Salinas aquitard
23070,69.54, ---,180ft aquifer
23070, ---,31.18,Shallow aquifer
23072,17.63,135.56,180ft aquifer
23072,135.56,179.79,Middle aquitard
23072,179.79,301.19,400ft aquifer
23072,301.19, ---,Deep aquitard
23072, ---,17.63,Salinas aquitard
23089,53.1,87.2,180ft aquifer
23089,87.2,133.16,Middle aquitard
23089,133.16,332.93,400ft aquifer
23089,332.93, ---,Deep aquitard
23089, ---,53.1,Salinas aquitard
23092,105.13,327.52,Middle aquitard
23092,327.52,439.16,400ft aquifer
23092,439.16, ---,Deep aquitard
23092, ---,105.13,180ft aquifer
23095,101.21,228.54,Middle aquitard
23095,228.54,318.64,400ft aquifer
23095,318.64,565.62,Deep aquitard
23095,565.62, ---,Paso Robles
23095, ---,101.21,180ft aquifer
23099,42.25,153.01,180ft aquifer
23099,153.01,200.61,Middle aquitard
23099,200.61,349.81,400ft aquifer
23099,349.81, ---,Deep aquitard
23099, ---,42.25,Salinas aquitard
23107,106.64,192.64,Salinas aquitard
23107,192.64,322.84,180ft aquifer
23107,322.84,444.15,Middle aquitard
23107,444.15,604.5,400ft aquifer
23107,604.5, ---,Deep aquitard
23107, ---,106.64,Shallow aquifer
23108,23.42,73.3,Salinas aquitard
23108,73.3, ---,180ft aquifer
23108, ---,23.42,Shallow aquifer
23109,131.85,226.71,Salinas aquitard
23109,226.71,339.35,180ft aquifer
23109,339.35,392.71,Middle aquitard
23109,392.71,460.89,400ft aquifer
23109,460.89, ---,Deep aquitard
23109, ---,131.85,Shallow aquifer
23110,29.74,137.29,180ft aquifer
23110,137.29,389.61,Middle aquitard
23110,389.61,448.51,400ft aquifer
23110,448.51,710.6,Deep aquitard
23110,710.6, ---,Paso Robles
23110, ---,29.74,Salinas aquitard
23120,40.21,159.56,Salinas aquitard
23120,159.56,241.28,180ft aquifer
23120,241.28,361.07,Middle aquitard
23120,361.07,519.69,400ft aquifer
23120,519.69, ---,Deep aquitard
23122,122.48,193.56,180ft aquifer
23122,193.56,326.46,Middle aquitard
23122,326.46,472.82,400ft aquifer
23122,472.82, ---,Deep aquitard
23122, ---,122.48,Salinas aquitard
23123,106.55,143.77,400ft aquifer
23123,143.77,305.68,Deep aquitard
23123,305.68, ---,Paso Robles
23123, ---,106.55,Middle aquitard
23134,97.33,140.93,Salinas aquitard
23134,140.93,346.13,180ft aquifer
23134,346.13,478.32,Middle aquitard
23134,478.32, ---,400ft aquifer
23134, ---,97.33,Shallow aquifer
23140,76.76,230.67,400ft aquifer
23140,230.67, ---,Deep aquitard
23140, ---,76.76,Middle aquitard
23154,78.31,144.33,180ft aquifer
23154,144.33,153.77,Middle aquitard
23154,153.77, ---,400ft aquifer
23154, ---,78.31,Salinas aquitard
23157,322.33,495.1,400ft aquifer
23157,495.1, ---,Deep aquitard
23157, ---,322.33,Middle aquitard
23158,10.8,108.28,Salinas aquitard
23158,108.28,189.17,180ft aquifer
23158,189.17,368.85,Middle aquitard
23158,368.85,470.5,400ft aquifer
23158,470.5, ---,Deep aquitard
23158, ---,10.8,Shallow aquifer
23163,8.98,224.52,180ft aquifer
23163,224.52,264.61,Middle aquitard
23163,264.61,489.47,400ft aquifer
23163,489.47, ---,Deep aquitard
23163, ---,8.98,Salinas aquitard
23172,44.81,124.71,Salinas aquitard
23172,124.71,270.12,180ft aquifer
23172,270.12,292.61,Middle aquitard
23172,292.61,388.15,400ft aquifer
23172,388.15, ---,Deep aquitard
23172, ---,44.81,Shallow aquifer
23173,62.28,71.29,Salinas aquitard
23173,71.29,159.78,180ft aquifer
23173,159.78,237.86,Middle aquitard
23173,237.86,404.42,400ft aquifer
23173,404.42,652.59,Deep aquitard
23173,652.59, ---,Paso Robles
23173, ---,62.28,Shallow aquifer
23174,57.23,186.73,180ft aquifer
23174,186.73,345.54,Middle aquitard
23174,345.54, ---,400ft aquifer
23174, ---,57.23,Salinas aquitard
23181,251.36,364.13,180ft aquifer
23181,364.13,408.64,Middle aquitard
23181,408.64,551.09,400ft aquifer
23181,551.09, ---,Deep aquitard
23181, ---,251.36,Salinas aquitard
23183,45.28,73.08,180ft aquifer
23183,73.08, ---,Middle aquitard
23183, ---,45.28,Salinas aquitard
23190,80.46,112.54,180ft aquifer
23190,112.54,145.51,Middle aquitard
23190,145.51, ---,400ft aquifer
23190,483.49, ---,Paso Robles
23190, ---,483.49,Deep aquitard
23190, ---,80.46,Salinas aquitard
23193,51.71,91.7,Salinas aquitard
23193,91.7,296.73,180ft aquifer
23193,296.73, ---,Middle aquitard
23193, ---, ---,400ft aquifer
23193, ---, ---,Deep aquitard
23193, ---, ---,Paso Robles
23193, ---, ---,Shallow aquifer
23196,91.24,108.84,Salinas aquitard
23196,108.84,197.65,180ft aquifer
23196,197.65,298.8,Middle aquitard
23196,298.8,373.4,400ft aquifer
23196,373.4, ---,Deep aquitard
23196, ---,91.24,Shallow aquifer
23214,53.7,132.78,Salinas aquitard
23214,132.78,192.79,180ft aquifer
23214,192.79,327.35,Middle aquitard
23214,327.35,590.97,400ft aquifer
23214,590.97, ---,Deep aquitard
23214, ---,53.7,Shallow aquifer
23229,65.89,145.83,180ft aquifer
23229,145.83,230.76,Middle aquitard
23229,230.76,312.37,400ft aquifer
23229,312.37,512.21,Deep aquitard
23229,512.21, ---,Paso Robles
23229, ---,65.89,Salinas aquitard
23243,73.72,304.15,Salinas aquitard
23243,304.15,412.78,180ft aquifer
23243,412.78,481.91,Middle aquitard
23243,481.91, ---,400ft aquifer
23243, ---,73.72,Shallow aquifer
23248,90.75,140.18,180ft aquifer
23248,140.18, ---,Middle aquitard
23248, ---,90.75,Salinas aquitard
23251,71.21,152.69,180ft aquifer
23251,152.69,229.95,Middle aquitard
23251,229.95,472.8,400ft aquifer
23251,472.8,768.13,Deep aquitard
23251,768.13, ---,Paso Robles
23251, ---,71.21,Salinas aquitard
23252,91.13,247.96,180ft aquifer
23252,247.96,266.29,Middle aquitard
23252,266.29,372.2,400ft aquifer
23252,372.2,787.7,Deep aquitard
23252,787.7, ---,Paso Robles
23252, ---,91.13,Salinas aquitard
23275,119.67, ---,400ft aquifer
23275, ---,119.67,Middle aquitard
23282,57,119.68,Salinas aquitard
23282,119.68,273.61,180ft aquifer
23282,273.61,346.63,Middle aquitard
23282,346.63,427.55,400ft aquifer
23282,427.55,538.07,Deep aquitard
23282,538.07, ---,Paso Robles
23282, ---,57,Shallow aquifer
23283,45.96,116.95,Salinas aquitard
23283,116.95, ---,180ft aquifer
23283, ---,45.96,Shallow aquifer
23285,389.03, ---,400ft aquifer
23285, ---,389.03,Middle aquitard
23291,139.48, ---,180ft aquifer
23291,365.95,488.77,400ft aquifer
23291,488.77, ---,Deep aquitard
23291, ---,365.95,Middle aquitard
23291, ---,139.48,Salinas aquitard
23304,127.28,181.58,180ft aquifer
23304,181.58, ---,Middle aquitard
23304, ---,127.28,Salinas aquitard
23308,85.4, ---,Salinas aquitard
23308, ---,85.4,Shallow aquifer
23319,70.27,121.15,Salinas aquitard
23319,121.15,241.07,180ft aquifer
23319,241.07,271.96,Middle aquitard
23319,271.96, ---,400ft aquifer
23319, ---,70.27,Shallow aquifer
23359,43.56,161.1,Salinas aquitard
23359,161.1,200.28,180ft aquifer
23359,200.28,460.29,Middle aquitard
23359,460.29,576.62,400ft aquifer
23359,576.62, ---,Deep aquitard
23359, ---,43.56,Shallow aquifer
23409,97.78,226.16,Salinas aquitard
23409,226.16,400.63,180ft aquifer
23409,400.63,456.59,Middle aquitard
23409,456.59, ---,400ft aquifer
23409, ---,97.78,Shallow aquifer
23412,113.23,195.45,180ft aquifer
23412,195.45,305.07,Middle aquitard
23412,305.07,429.59,400ft aquifer
23412,429.59, ---,Deep aquitard
23412, ---,113.23,Salinas aquitard
23414,65.25,140.82,180ft aquifer
23414,140.82,377.49,Middle aquitard
23414,377.49,429.52,400ft aquifer
23414,429.52, ---,Deep aquitard
23414, ---,65.25,Salinas aquitard
23419,69.32,78.63,Middle aquitard
23419,78.63,205.65,400ft aquifer
23419,205.65, ---,Deep aquitard
23419, ---,69.32,180ft aquifer
23422,196.28,220.81,180ft aquifer
23422,220.81,299.31,Middle aquitard
23422,299.31,475.92,400ft aquifer
23422,475.92,549.51,Deep aquitard
23422,549.51, ---,Paso Robles
23422, ---,196.28,Salinas aquitard
23423,0.56,38.58,Shallow aquifer
23423,38.58,106.52,Salinas aquitard
23423,106.52,155.86,180ft aquifer
23423,155.86,285.45,Middle aquitard
23423,285.45,375.92,400ft aquifer
23423,375.92,652.28,Deep aquitard
23423,652.28, ---,Paso Robles
23427,63.57, ---,180ft aquifer
23427,135.42, ---,400ft aquifer
23427, ---,135.42,Middle aquitard
